review_id,review_rating,text,time_created,restaurant_id,user_id
d0PVCt4Un3kYF5_EUiIUvg,3,"We waited one hour just to be seated, even though we had reservations. The host told us to wait at the bar, but did not tell us how long we would have to...",2020-02-18 08:18:10,9JdZYh-OF_gpo5ioAdkzdQ,FC1ZSB9fd4WlDMSAbEjq8Q
Sbd3kLpYzx38J3NEqsLkpQ,4,"Fantastic restaurant in the South End.  Great French  food.  Lighting and decor reminiscent of tea dance 20s glow from the outside.

Great selection of...",2020-02-17 12:32:03,9JdZYh-OF_gpo5ioAdkzdQ,VHZ57f1moYih6omP-E1q2w
6eW7pVfH9qcyZCrF4tg63g,5,"Our department hosts Christmas parties here yearly. The party space on the second floor is great ! I love all the non seafood appetizers! 

For the actual...",2020-01-06 20:35:23,RA5FI-4bR3P13TGacQ_WKg,jDKrHv2KJu0hcuzOpC-zJw
Stdkmx9HSks-v6O7YG7R_Q,3,Nice looking place. Great design and atmosphere. I went in starving after flying in from Los Angeles and was craving a good clam chowder. Noticed it wasn't...,2020-01-29 15:33:21,RA5FI-4bR3P13TGacQ_WKg,3lXycm-1WoQemz3Mi1BWiQ
3jYYGKi2lxKjJWkWWqji9g,3,This is place is nice if you want a quick lunch. I went during brunch times and it was a bummer to realize they didn't actually have brunch. There was...,2019-11-09 09:51:26,RA5FI-4bR3P13TGacQ_WKg,3YN4ezjawVFZhux8NRhEIQ
032hlkqQOKt0C5sPeee9PQ,4,"Super huge and spacious! Came around lunch time on a Saturday and found it to not be crowded at all, with very short lines. Ended up trying a lot sandwich...",2020-02-15 20:19:50,wFSkfP9aE_F99p-K00JA4w,l2wSrxtdjZ3CeL_wO1jV5A
uq2gYWkDOkUykayfatwy6A,2,Gets a lot of press from places like eater.com and such. But just conceptually doesn't match reality. You can easily blow through your savings and not get...,2020-02-21 00:07:45,wFSkfP9aE_F99p-K00JA4w,2Z0I9POv2N5p1_vOnCN9lw
Szs4o_QMKFzMULa4KI-1PQ,3,The amount of food options available makes time out market so enticing- I usually just find myself wandering thinking of what I want to eat. I think there's...,2020-02-17 19:48:31,wFSkfP9aE_F99p-K00JA4w,QXkudAFKm_lhu5K4iS13JQ
ux-ssdL3zYWMoidqGJvt3w,5,"I'm so happy this is here. Used to go to the one in Union City, CA. Everything tastes the same! The only difference was they don't have the membership award...",2020-02-07 14:20:32,zieUodakLeMjNuUBY3O8zg,ygwbcGT1_UkBLpVtHgvexw
JpNOVlep35ZPVDufx7TIOA,2,"I've been on the hunt for something similar to Boiling Point from Los Angeles in Boston - Tasty Pot does not meet my expectations. 

The menu is quite...",2020-01-31 14:14:53,zieUodakLeMjNuUBY3O8zg,F-gNnsAT3HsaP2d10u6IZw
vdJxi4jwCEoMfi1FACemOg,4,"Enjoyed lunch here. Ambience good. Wait staff very good, responsive. Relaxing music. Food came quick. 

Ordered #'s 1 (very spicy) and 5 (mild). Similar...",2020-01-25 10:08:23,zieUodakLeMjNuUBY3O8zg,s664M4jv0fAHGIQ7naf29g
c2x0xby_r9AhiGHMfCWx-Q,4,"No idea how it took me so long to get to Stella, but boy am I happy I did. The atmosphere was great: dark and a little upbeat. They make their own pastas,...",2019-12-20 15:27:26,MjpH-uP90jTUp_KqAOiBJg,A6gDy6VvbEg0V-6FznieuA
jP7_5RPl5PUJ9Vko_b7E-w,3,"I've been here twice and both times have been nothing great. Yes, the atmosphere is upscale and aesthetically appealing, but in terms of service and food,...",2019-10-19 07:48:17,MjpH-uP90jTUp_KqAOiBJg,0-2fExWTNYlXJj_aewQ8gw
bIukWRa6K9RAIy8dIPV1Rg,3,Took myself out to dinner here while in Boston for work. Ordered the spaghetti for dinner and asked for grilled chicken to be added. The chicken looked and...,2019-10-04 15:41:37,MjpH-uP90jTUp_KqAOiBJg,f61i3ceVRKk8T_RhcCLK4g
RS_ioPvv4tF_1lV13ZQZLw,5,Such a good italian/seafood destination! Came for dinner to meet up with some friends in the area and was surprised I had never heard of it while living in...,2019-10-01 04:48:54,XPxn2iIYdJdc2ErCrWw-rQ,r7UN5h_6HkfwOpUGNW9POA
iZzbfl0kTGo7oyeXvLVO7A,3,I took a group of 13 to IL Molo. We shared 12 dishes and asked to have them served 4 at a time. The first 4 came out barely warm. After complaining the next...,2019-10-18 22:07:32,XPxn2iIYdJdc2ErCrWw-rQ,DVMCdtFC7KNnb7LWARgoSA
2ZNvu4nYyVE8y3rN4uk1cA,5,The service and food was fantastic. Our server had great recommendations for wine that both my husband and I loved. The mussels were beautiful done with a...,2019-10-27 09:29:27,XPxn2iIYdJdc2ErCrWw-rQ,LqD1siGbmVxy8VzxbkATUg
bdNYsmMGbc2GXMy4IgviBw,5,Wow haven't had such amazing Italian food in forever. I swear someone's grandmother was in the kitchen making the sauce/gravy the meatballs and the fresh...,2020-01-21 13:25:43,LGNpVs8cRBllNVml8wI0Vg,IR_geI7GdR8hzXSkKkX-hQ
pFvDsUdnGvJBtRTExgNE2g,2,"To be honest, I'm shocked to see this restaurant with such  high reviews. Unfortunately our experience did not go that way.

It was approaching 9:30pm on...",2020-02-17 06:34:23,LGNpVs8cRBllNVml8wI0Vg,2fVt1yHtySXGmXDKUzasRg
vjV-z7KUjNzKl1EjDu5LhQ,5,"We visited Limoncello after it was unofficially recommended on a historic walking tour of Boston. ""The BEST meatballs you'll ever eat"", was the...",2019-10-19 06:51:01,LGNpVs8cRBllNVml8wI0Vg,dRxTZp9yD70UiQ7BaRkEIg
rsrmz2gR9PerM9px_2ozig,5,"First time here, really great food and unbelievable service! Nice atmosphere and unbeatable location! We will be back here soon!

Update in 1 week. Just...",2019-12-08 12:39:06,I07zWZ_JGqVAp3ZPxIpDYg,XCPY7uKyX_j2pMymWJ6Jog
BUbmMImCc8x5vGTRVHtAXA,3,"My first time at a Summer Shack, not sure how I have never been here with my love of seafood and considering how close the two locations are. 

It was just...",2020-01-15 06:58:43,I07zWZ_JGqVAp3ZPxIpDYg,OSvhWnl4HmxXVCCe3j15-w
I3SCoqPkjDXjaaDtplR17Q,4,"Very nice landing spot, abandoned by my family, warm atmosphere, good food, lots of beers, sports on the tube.

Cobb salad was delightful. Very very light...",2019-12-07 09:32:45,I07zWZ_JGqVAp3ZPxIpDYg,uuaV04f49LB__hWBNfz_pg
6m1UCxcAcjOqBTltEwiobg,4,The restaurant is located right across the Paramount and Boston Opera house so it's nice to grab a bite after a show since they opens late. The foos...,2019-09-22 20:45:51,DrfWREMxP-0JCt5Pz8_sUQ,HtdoDygKcKFKeFMTXqgH-w
SCuhXQLgIkqZsDQG63FAJg,3,"I ordered take-out from Legal X on Washington Street three times over two visits to Boston, with the following results..

First order was 12/8/19. Lobster...",2020-01-22 15:20:15,DrfWREMxP-0JCt5Pz8_sUQ,QSeYnKRhVfFkvfsZe-UTjA
sLz1aP_-fD3ZTHrWFBcMtQ,3,"While walking up Washington Street, I came across Legal Crossing.  They had a menu on display so I had a look.  While it has items in common with the...",2019-11-09 17:51:48,DrfWREMxP-0JCt5Pz8_sUQ,SrDqrIqZl-gtVYbINIxYoA
h5QxCJWdxs-1nbczRHEnrA,5,"I went on Friday night with 3 other couples. Our hostess Jessica was so nice and helpful.

The restaurant has a really nice ambiance with exposed brick...",2020-02-01 07:24:05,jARXdEubmCxBtN55PYVd7w,C5Kp85VEFYU-hqo52hgFyA
UJedho9MDVVwqxRfW1a83w,3,"My brother (an absolute foodie) recommended this spot, and we wanted to see what the hype was about. Unfortunately, I'd give it 2.5 stars if I could- the...",2020-02-15 19:48:09,jARXdEubmCxBtN55PYVd7w,liejpn6Q_hxGAe--gl3lag
KI5IsUhN-KyLH3Uv3Zf9hQ,4,"I came here the other day after hearing good things about Capo and I would say overall it lived up to the hype, so kudos to them! Our waitress made drink...",2020-01-25 07:47:20,jARXdEubmCxBtN55PYVd7w,8b32sZkKAlyTAtw92TDNxQ
H0AGu2LcXgxr4E76C4uQIA,5,"Great restaurant with a nice vibe. It's incredibly beautiful inside, especially the inner garden area. I'm not sure if it's open during winter but it's a...",2019-09-30 04:00:06,cwUUnKCZs8Zild6n2uwiSA,MEYQOpns334W4-9WQB0ywQ
pLMzfIry8qYCvCb421QZTg,3,"I encourage everyone to check their bill before leaving. You will get charged with multiple extra items in hopes of you not noticing. 

Otherwise the place...",2020-01-03 21:56:20,cwUUnKCZs8Zild6n2uwiSA,bq_cKG93_EN0hrf16OFqBw
dLzCjgAchxCpPxHv0CWWPw,3,"Came for a friend's birthday dinner. Food was great, but drinks and service were lackluster. When our server came over to take our order, we asked for a few...",2019-12-15 01:10:49,cwUUnKCZs8Zild6n2uwiSA,7YAUZXO76Z2TT8lkHXh2xA
PutGbiJO8ddzwIYpPtuBnA,5,"The staff here is amazing. Nicest owners in the world. Fantastic beer selection and amazing daily specials. Can't stay away....

Update- still in business...",2019-10-18 18:35:24,IJ2MnBlIvib0aU2hbmr0hg,NfxQyeZbDv_e1BqTlroPKA
CAIhZ-YBM11zS8Ju2MOtXg,4,We had been wanting to check our Brewer's Fork since we saw it on the top 50 list! We walked in Saturday night at 7:30 PM and did not have to wait at all....,2020-02-03 08:37:52,IJ2MnBlIvib0aU2hbmr0hg,wruF6UeboZMARUcb3EeZWw
YdyLTe6-RhWfwy9KDDt5ow,3,"After our first 3 visits here, would have given this a solid 4 star rating, but went yesterday and come to the conclusion it seems they lost their magic...",2020-01-15 12:48:44,IJ2MnBlIvib0aU2hbmr0hg,5JR3jZFLMWIVAXbd1n5MUg
qvbFbyDxazIzzoFSEpEC7g,5,"A Hidden Gem - I never realized this restaurant existed in Chinatown.

Went here for the first time today and celebrated two birthdays. The seafood was very...",2020-01-10 20:58:38,SJy51U18u3zJ_TccSKpPdQ,bZzVFRTEbYn1sy3yX2OgHQ
oA8gf2uceKi_4K2-Z0i72Q,5,"My boyfriend and I literally came to Boston because we were bamboozled by a Strictly Dumpling video, and this was one of the places that they visited....",2019-12-05 17:49:10,SJy51U18u3zJ_TccSKpPdQ,UoVL4ZrJyn7gsZFOKJrgRg
IqAK2-VNyTSB2HnmdtmY7w,4,"Quite good! I feel that I typically have high standards for Chinese restaurants, and I was pleasantly surprised. This was a pretty typical Guangdong...",2019-08-29 18:42:01,SJy51U18u3zJ_TccSKpPdQ,RXYdAZMBNUGh_paHvxsbog
DDI7futQqfcX3lv5NSGYVQ,5,"Very good Thai fusion place with some atmosphere. It's set on Boylston in Fenway which is the main drag of the area, and has a tapas approach to things,...",2020-02-12 08:25:43,1yUvx89slO4SRud5O3zjUQ,wobtUfUS92vz3pmqdxw8qw
PkSXDbLysS88cNTtsUJmvg,3,Brunch review. The cart only really had varriations of their regular menu; we were told that the potatoes on the cart were more spicy than those on the...,2020-02-19 02:39:52,1yUvx89slO4SRud5O3zjUQ,5kMii2JySygayQpyPBjqCA
Ax9oZainlF_OuHtWyxd15g,4,"The Coconut Chili Shrimp and Lamb Roti are superb dishes that you have to get. Both these dishes burst with flavor, are extremely tender and cooked to...",2020-02-10 21:43:26,1yUvx89slO4SRud5O3zjUQ,Po-EbtrsGDoqb3IymUePrA
bek6W2tQ7jytdSj_I7V3ow,4,Have had the Fish and Chips and a few burgers. Very solid. Nice crispy fish and good sized and well-presented burgers. The menu is not aligned with my...,2020-02-16 14:22:13,_RWkck7niE8VJG3zLXK2ig,N12GCWggLDEUbh0O3FXD0Q
RW74l4BoWu0ZCj2QHL0rkg,5,Came here with a couple coworkers around 8:00. The place looked like it had good food based on the pictures. They have a limited draught and beer money...,2019-12-19 23:53:59,_RWkck7niE8VJG3zLXK2ig,MEYQOpns334W4-9WQB0ywQ
1jh4I3rOkPuRNIStRdK8Hw,4,"This bar has great nachos which already set the bar high for me. I mean, the nachos in the center at the bottom were still crunchy for the entire time we...",2019-10-03 13:54:04,_RWkck7niE8VJG3zLXK2ig,bmQD232z8bNoNu3PQRTwNQ
xblId5wzBMDO5WlTK91T7g,5,"Hands down BEST NUTELLA PIZZA I've ever had!

We found a great new place to eat tonight! A hidden gem!

LOVED every bite of the pizza, and the waittress was...",2020-01-30 20:28:57,yQL8SrSETbbCI1U5esVJQw,UgSZk-2EE6wuz4IBUWd6JA
fpeQRE6kQ_YxUYERMKoPbQ,2,"I traveled an hour to try the pizza. We sit down, the waitress delivers 2 pizzas to the table next to us. 1 loaded 1 margarita. The customer says we didn't...",2020-01-27 15:06:38,yQL8SrSETbbCI1U5esVJQw,DW4iiXWc_FW0_CtkF9kW9Q
66p-HKnDqXPL2amkIRjp-w,5,"This place was recommended to me by my sister who claimed this is the best pizza in all of boston metro.  i was like, pfffff, sure it is...

so i drove up...",2020-01-24 05:27:52,yQL8SrSETbbCI1U5esVJQw,UZ08AUTy1RT0_QtrEBUw9g
CY4YnyCmLiZDBaQuFB68Cg,5,I was really taken a back. I wish I could give this place more stars. AMAZING! The environment is a refuge just as the name says. A first it looked...,2020-02-18 19:21:02,c0d6MwDQGkt4sBLVFQCaMw,ka8qPm336gny4tv-2-KXlg
2ABPTgITgq8khsYrakkdOw,4,"A very unique concept with impressive decor and cool, fusion menu. I came here on a Sunday night and there were many tables available, although the place...",2020-01-13 12:07:17,c0d6MwDQGkt4sBLVFQCaMw,DRiGJTGGEJVgR2LiWlLpwg
sslN1u6RmL3WIERS2AzDXg,4,"First of all, this place is so gorgeous. The decorations are stunning and I was obsessed with the birds nest lights. 

My friend and I split an appetizer of...",2019-12-29 12:32:57,c0d6MwDQGkt4sBLVFQCaMw,76JZya7izDwQhiF72NrchA
Mz8_8qIO1o4WILqsXSRGxQ,4,Wow the Brookline Gyu-Kaku for some reason or another is better than the Cambridge location. It's easier to hit up Gyu for lunch when the prices are cheaper...,2020-02-20 11:24:50,UOh7UdNocP9q5tPwAXipAg,q0qfXy1rflTmr9Q7IfVCeA
UvM8Qsihr_eKlIBa6ub4eQ,5,"Tip to this place: make sure you make a reservation no matter what time you go. It will make your life easier looool. 
Came here for happy hour at 11:30....",2020-02-18 18:41:04,UOh7UdNocP9q5tPwAXipAg,ZGAYvQzoBS6dwQzX79PsoA
Rl0w6atODrZae0tLCUZERA,5,"This place is conveniently located right next to Saint Marys Street (green line).

Upon arrival both the restaurant and the waiting area were packed so we...",2020-02-17 07:21:41,UOh7UdNocP9q5tPwAXipAg,Wkw5liUkfk-Mm8X7EG4FXw
xmQDgIo4xyYtNqqJ2vYq2w,5,"This place is adorable, tasty, and healthy! I've had multiple things here and have been pleased with everything I've had across my 3 visits here.

All of...",2020-02-03 06:48:13,hdBsXpL9uAllcb2QsqzK7g,OH6nGMvPTTCV_8ahsTceCw
v_N6NLUNZOoSwe54KzNKqQ,4,"I'm impressed that Red White makes (fast) vegan food tastes good. Normally, there is a dearth of options and the ones that exist, especially those that are...",2020-01-21 16:22:03,hdBsXpL9uAllcb2QsqzK7g,__bMs0nf3_hnhitK91gT4A
hdhCqMlgLk2LzjGKj9OhNQ,3,"After failing to brave the cold for the infamous Santouka line, a friend and I headed to Red White, just around the corner. I had received an alert about...",2019-11-14 14:31:14,hdBsXpL9uAllcb2QsqzK7g,u1_GrN9rC7WlZQJPsRCGQQ
GgWivb4Hu9UAEJv8W-a10Q,5,Went here for lunch and it was great. Really fresh and they can make a lot of things vegan.,2020-01-11 17:00:29,lsqYQYGfpe25wUZk9Wybwg,a2uq9UNdNwYzd7t55LPL9g
CD3QDLZYxNazy6xpWJdYTg,4,"This was the first place that I had Luc Loc, from there I fell in love with that dish.  While the food is considered Cambodian, many of my Cambodian friends...",2020-01-11 04:58:17,lsqYQYGfpe25wUZk9Wybwg,7TkojMG64NyzCcc1scJkfw
VphsKWVg9jcYpV0XIJsS3g,4,"Came here for Dine-Out Boston week, so expectations were set low for quality of service and portion sizes.

We weren't offered bread, although a la cart...",2019-09-30 12:07:47,lsqYQYGfpe25wUZk9Wybwg,pl2bsMC-fKL1rXggNK-khw
ttbKQNsmr9PZSAG7VdMVsA,5,"Second time here at this lovely place. The environment is elegant and beautiful.

Loved the night move lobster gnocchi, it was my favorite dishes of the...",2020-02-11 16:44:27,E2De90kZUtXIS2dy-vn1yg,siOOZ8IQ5Mf95aYwumafIQ
lX0gMj2j1-_SVMPX6PvsFQ,1,"This place ruined our Valentines Day. We made a Valentine's dinner reservation, showed up on time, and was told there'd be a 15-20 min wait for our table....",2020-02-14 21:02:02,E2De90kZUtXIS2dy-vn1yg,ezMqgPu_9qNDOXr8VYrhlA
Mh0_ZRFvxtHRuXIn0unKCQ,4,"Had a really nice night here - exceeded my expectations.  

Started off with the 'Take a Hike' (old fashioned with maple - too sweet) and 'Bubble Bath'...",2019-12-07 12:02:54,E2De90kZUtXIS2dy-vn1yg,UdkNh902yKfTpKxo7QB6gg
GgM9h-6O8oZGZLJHxjtjZQ,5,I love their Seafood Tofu Soup. There's so much flavor in their soup. Kaju is always my favorite in Boston! I love ordering their combo with galbi. You...,2020-01-24 14:30:24,8jxuIcCA4muy2j83X-DnIA,UVMfyiltvXUcm3-EQbVMlA
Efs-LfUxGf2atp6FI4Xevg,4,"Good food for reasonable price.  I'm a big fan of the portions here.  We went on a Sunday, and apparently they open at 11, but the door and Google say 10....",2020-01-21 10:19:12,8jxuIcCA4muy2j83X-DnIA,VPTIP7COdCLZdHSl66ZX3A
CYTECbvAHCS6gA0tIotOPA,4,"Kaju is one of my favorite places for soondubu. Classic stop for a hearty bowl of Korean tofu soup! Although I usually go to the Allston location, the food...",2019-10-17 17:36:03,8jxuIcCA4muy2j83X-DnIA,UBqSI295anp34VZxdX6Xjw
bnm_jRnyWBOyOGfiHTvPxw,5,Had a really A+ dinner here.  Decor is classic and beautiful.  Cocktails and wine were fabulous - great selection.  Parker house rolls were a great...,2020-01-14 18:37:14,fEKzWC1sbfZSElp46FoNag,UdkNh902yKfTpKxo7QB6gg
MXAKInx-T78NvMncATrXVQ,3,I decided to bring my boyfriend here for his birthday because of the reviews on Yelp. Plus the menu looked more appetizing and had more variety than the...,2020-02-02 13:59:57,fEKzWC1sbfZSElp46FoNag,6zcsvCkZAlW8xJQ9vCWqYQ
5KBjlMZslajWsgkay8Oyuw,5,Fancy steak house but come as you are....what a great place. Excellent spot. ...on the outside looking in looks like a pretty posh place and a little...,2019-12-21 04:31:38,fEKzWC1sbfZSElp46FoNag,RUSKdw1aUFkOBYBX5hG2pw
tJHzdtcEFkPEsya3wJmp5Q,5,"I am not someone who goes to Brunch but t wasn't late enough for lunch so we stopped in at Precinct for brunch, selecting it for the outdoor seating.

I am...",2019-08-28 14:49:13,itOs1rPS8j8sakiwsl1PEw,k7BZ0ogal3oevTgk-VzPCA
Mpf1OGfLjCJNypBeU3gdFw,3,"We came here for breakfast coz were craving for pancakes.

We order pancakes together with the Huevos Rancheros,
Its corn tortilla with feta cheese potatoes...",2019-09-01 17:39:10,itOs1rPS8j8sakiwsl1PEw,OuziGotLu8QaeNEycQS9JA
mKK2SjP8sZ04akvMZ_Bpbw,3,"Attentive servers, pricey drinks and sterile atmosphere akin to what you'll find at many other high end hotels. The venue's close proximity to the John...",2019-12-24 15:38:29,itOs1rPS8j8sakiwsl1PEw,hOMIk78-oMintDkm1lew5A
wctUJ0UXxJOlpCc-qjLZ3g,5,"Favorite Thai ever - must get kow moo dang.
Love this place for authenticity and pricing 

Parking can be a bit of a pain but go behind and there's plenty",2020-02-02 12:26:17,GTaqpwL4kCkgqUmHtlJeDQ,oUwQ9jnr2xzJCIPXxZbLJw
Vqgk5is4ZCi8BGuQfmdErw,3,"Came here on a Friday night at 7PM and was told that it was a 2-hour wait. Seeing that there were only two-parties ahead of us, we're unsure of why we were...",2020-02-08 11:28:45,GTaqpwL4kCkgqUmHtlJeDQ,zzdi0RIbc21HMJYIpBg8lw
PGEvMPfM7LZE8jsiJNtI3g,3,"Hot lunch on a cold day.
Dirty snow and sour soup.   One a mess, one a balm. 
So yes, get the tom yum soup.

We had pad thai and tofu green curry.
The pad...",2019-12-22 13:36:07,GTaqpwL4kCkgqUmHtlJeDQ,CKGp1MGRjqPFheWXprJC9g
wUP1G6EsO_P_kZcByKGrsQ,4,"In early December, I dinned with friends and former coworkers at Sportello in Boston. I had eaten here multiple times previously when I worked just down the...",2019-12-27 06:25:40,a1MOjLJXAIVmYZ2cG5gKCw,6fLYq0zPb46LTl4i5R6QdQ
wcqjwfam2iQ2nKuxsvCETA,5,"Best pasta I've had to date! 

I got the potato gnocchi and it was heavenly. The gnocchi just melts perfectly into your mouth. It was an exquisite blend of...",2019-12-07 19:12:53,a1MOjLJXAIVmYZ2cG5gKCw,63LbYBR_zMP4Xt0c7pl16g
flkjDhu26inMaOJlLHfjDA,4,"GREAT FOOD AND EVEN BETTER LOCATION!!!


Dinner here the other day was sooo yummy! Potato gnocchi with lobster, mushroom ragu and peas with a white anchovy...",2019-10-27 06:29:15,a1MOjLJXAIVmYZ2cG5gKCw,EIFvvbKCoJAfHT8zqFkjbg
Y44tTtVY8jkwiR7iVdeLlg,4,"What a classic little spot. The food and service was solid. The location is prime, which might make parking difficult, but overall this place is pretty...",2019-12-16 08:58:07,YGSacISAJEsEGrBKFwR0Gg,gn5S9NaJeB1scyT8S7b_5A
k8HIu3ogV6aQcNqCGfSN4A,4,"I went for an early brunch with a few friends. The menu had many delicious looking options, although limited gluten free options. Luckily the server was...",2019-11-18 08:16:49,YGSacISAJEsEGrBKFwR0Gg,dbVpS_3WNmrk5t9dVxCJjg
gJaLmxdpA_O5jnLrt59GmQ,3,"My partner and I went here for a Friday night dinner. The reviews looked and good, and the menu looked great, so I went in looking forward to a great a...",2019-11-02 07:36:18,YGSacISAJEsEGrBKFwR0Gg,tkxDxVTfKNjllthZDpDsDA
500W0yqDuTAgV_3VoCFmPQ,5,After a fun and fabulous night at Ryan Landry's gold dust orphans show up on the third floor we wandered down to find the basement  kitchen. Our first time...,2019-12-08 17:04:11,4jYkon2dF4_asouJ8S_gVQ,PANNh_Sj2L52x_FAEcUCQQ
fvZo21Ok7rtaFUAekynbLQ,5,Great place!!! Everything was soooo delicious!!! You definitely need to try traditional Lithuanian - Cepelinai!,2020-02-16 20:24:04,4jYkon2dF4_asouJ8S_gVQ,6rVA7PdQOQaAKpfk_djIYw
UvmNrpI9HyrrhA1hW--sbw,5,"The staff and other patrons were super-friendly, the food was homemade and wonderful, and the place has a very simple, yet comfortable atmosphere. The...",2019-12-08 18:04:09,4jYkon2dF4_asouJ8S_gVQ,lbi02l75Z0ahSr-JbOkOyw
v_E3K1n4Y1A6OwXfEUxPzw,5,FANTASTIC. Loved everything about Wink and Nod! Went on a Thursday night and our party of 6 was seated pretty quickly considering how busy it was. The...,2020-02-02 07:24:25,4-Tp4hstdC5XVvO4otGkuA,o7nITStX8x1VPmOp6oAjvQ
fUcd314OohsJFG-FJa5L-w,3,"I dined here Winter 2020.  (Important to note as they change chefs seasonally)

Decor of this place is fantastic - speakeasy style dining w lively bar...",2020-02-12 05:15:37,4-Tp4hstdC5XVvO4otGkuA,VHZ57f1moYih6omP-E1q2w
ozwhgKJF70uXxik0yQRSXg,3,I came to this place with my boyfriend on a Saturday night. They were not busy. Their drinks were good. They have a huge selection of whiskey. Service was...,2020-01-26 15:38:29,4-Tp4hstdC5XVvO4otGkuA,cJnbdLlY1DTP_L6O5ULnOg
hcNCIiaT5ioKRWSDHbin4Q,5,Pazza has a special place in my heart. I've now been here several times despite visiting from out of town. The food is excellent and the service is great....,2019-12-26 10:18:44,XCPxbHLo0kmWSQv3ZqJvBg,OFYH_PLooQRfSJiWbU5diw
6o60Et3NMEOsVZPI8lN_pg,5,Came in for late night just after they opened. Disappointed at first they started serving the late menu at 1030 instead of the stated 11pm. But we made do....,2019-12-11 11:47:03,XCPxbHLo0kmWSQv3ZqJvBg,6PLfZ6ZzlFCpH389pmuLYQ
QvjWPMK6Yg1h_x8k2hJ1qA,4,"3.5 stars. The short of it: skip the entrees, sit in the beautiful bar, and feast on great appetizers and cocktails.

We've been twice since this...",2019-12-03 10:45:14,XCPxbHLo0kmWSQv3ZqJvBg,gcgeV3iJ-Wjebh3ywapfeg
TDWTr6MbrQWltZaIeCp2qg,5,Came in for a late night dinner after a late flight arrival. Had the lobster roll and Sam Adams Octoberfest in draft. Best Sam as usual as it's from Bean...,2019-10-05 21:03:12,UYEP_G4fYVxasowdgd5Icg,WRWtqwmKfpJ1OW6wJbXyzQ
QQ8boOnOBYmQy5r4I0L-Ng,3,"We had dinner at Legal Test Kitchen, an offshoot of Legal Seafood. The chowder was excellent, but my wife's salad was ordinary. The fresh fish was good....",2019-09-15 05:46:07,UYEP_G4fYVxasowdgd5Icg,RqgOD4--lA6x00jXRJdb0g
4ZcbUYehkSc0G1qDr53HpA,4,"Fun time. Late night kind of atmosphere, with the lighting and music. There are always some stand out dishes, when we go here. This time, the lettuce wraps...",2020-02-16 09:23:08,UYEP_G4fYVxasowdgd5Icg,C_eD0VF2OZi2rvUUQom3hQ
sqnUmTs4Y8S3guV-15N3ig,5,"Small dining area, but uber friendly staff. He helped me navigate the menu because it was my first time. Got my food relatively quick but there were only a...",2019-09-29 14:50:50,VFvCFOYtyK9ae4Skxvf3vA,JCbX54uNj4XZQDn5jqXbRQ
mqBQhqIaVxhvQiu4-TxMcQ,2,"Inconsistent experiences here. I've come here twice. The first time was pretty good, tasty fries with good sauces for dipping, and I also had a beer which I...",2020-01-14 19:01:37,VFvCFOYtyK9ae4Skxvf3vA,Te4jbj1hzgkAXUBORnQ2TQ
tIHx9QnRCvHND-CUmUPhkw,4,Saus is a tiny and quirky sandwich shop that serves up some interesting sandwiches. The kimchi fried chicken is one of the popular choices and is just the...,2019-12-18 16:23:46,VFvCFOYtyK9ae4Skxvf3vA,t2O6rs4fZeY9o6ZY52RyJA
Y3e8Y3TIAGqrHZFgjN0KNA,4,"Big fan of Coppersmith for brunch. We were able to make a reservation for 4 on a weekend around noon just the night before, which was awesome as a last...",2019-10-08 15:03:55,DXho4NyanHYoI84uev9Omw,EtCbSr2gt9ZGkpt_6_rW1Q
iQryYwYOxcJPTiiLYS7ZVQ,1,"Used to really enjoy this place in the past- good floor plan, decent food and service was great. Never had to wait in line and bartenders were very...",2020-02-16 14:23:09,DXho4NyanHYoI84uev9Omw,nu2sjtedooMd6hM2geYMJA
71k3G3124g-JyEkUWpgx7A,4,"Been here twice and the food that I've had has always been lackluster.

The appetizer i got was the brunch wings which are phenomenal and the jam that came...",2019-09-09 21:18:47,DXho4NyanHYoI84uev9Omw,KOyp9GNa6SzKz5WvQRlTfA
oo7F7AzvYPaENdEyBAAJ0w,5,"In town for a shoot and decided to order with them on Uber Eats. 

You always expect a hit or miss expect slowly when you are ordering high end Seafood and...",2020-01-12 08:37:23,bdWj8_TgF8cmiWMJC6qpCw,-VcpxUvLzFen2tkw2qzhGg
FuODf7rAsCycfkJzRqw6vA,4,"Over a couple of visits I had the opportunity to try several items off the menu of Lobstah on a Roll.

This shop is located on a corner in the South End....",2019-12-09 20:03:22,bdWj8_TgF8cmiWMJC6qpCw,nl8gWLDo6U6MjqzbBmE_9A
q76qygS9ZTGcJS88mRpRHA,3,Was here just before the New year turned. Was a peculiar December with wonderful weather. Was recommended by my godfather as he always picked up lobster...,2019-11-07 13:59:19,bdWj8_TgF8cmiWMJC6qpCw,BgObg7RHVzoApT7e1o-e0w
052Nb4OJVHWLoa2f7gtz_A,5,"Always and I do mean always fabulous 

Pork pita I ask for no fries 
I also request extra tzakiki 

They use Uber  Eats and it's a super fast delivery  to...",2020-01-26 10:05:06,RusK8fJrhxc9GIB7tk5eng,sIxnRo0FlpbF7NC98U1TXw
myrrmDYV3YGOWP0ck8YeMg,4,"Best Greek in Boston. This place reminds me of the meals I'd get when I was living in Greece. The plates are fantastic, a little pricey, but the meat and...",2020-02-12 12:24:22,RusK8fJrhxc9GIB7tk5eng,uHkqUui1P5K5YnujLizRqQ
